building_id,fold,model,h,mae,nmae
Bobcat_education_Angela,fold2,seasonal_naive,18,26.05401833333333,1.1409142677976367
Bobcat_education_Angela,fold2,seasonal_naive,19,26.03013625,1.139868463297497
Bobcat_education_Angela,fold2,seasonal_naive,20,26.006255694444448,1.138822725699262
Bobcat_education_Angela,fold2,seasonal_naive,21,25.970464305555556,1.1372554086840825
Bobcat_education_Angela,fold2,seasonal_naive,22,25.92276277777778,1.1351665426619157
Bobcat_education_Angela,fold2,seasonal_naive,23,25.875061111111112,1.1330776705577574
Bobcat_education_Angela,fold2,seasonal_naive,24,25.839270000000003,1.131510365706561
Bobcat_education_Angela,fold2,lgbm_direct,1,4.965738026513146,0.217451346357032
Bobcat_education_Angela,fold2,lgbm_direct,2,5.353515985318662,0.23443227422306587
Bobcat_education_Angela,fold2,lgbm_direct,3,5.925592729857241,0.2594837082003054
Bobcat_education_Angela,fold2,lgbm_direct,4,6.145917508829906,0.2691318047304929
Bobcat_education_Angela,fold2,lgbm_direct,5,6.7645680058147715,0.2962227190670005
Bobcat_education_Angela,fold2,lgbm_direct,6,7.339887222306261,0.32141614198685453
Bobcat_education_Angela,fold2,lgbm_direct,7,7.169916044489152,0.3139730466683176
Bobcat_education_Angela,fold2,lgbm_direct,8,7.5866305576516755,0.3322211160287817
Bobcat_education_Angela,fold2,lgbm_direct,9,8.000406736650623,0.3503405147432099
Bobcat_education_Angela,fold2,lgbm_direct,10,7.2424347137009555,0.31714866370085765
